0,로터,0,
1,E마사지기,0,
2,클리캡,0,

4,바이브,0,
5,애널바이브,0,
6,애널비즈,0,
7,공기펌프,0,
8,확장벌룬,0,
9,애널플러그,0,
10,유두캡,0,
11,착유기,0,
12,페니스밴드,0,
13,채찍,0,
14,바늘,0,
15,눈가리개,0,
16,밧줄,0,
17,볼개그,0,
18,비디오카메라,0,

20,플레이매트,0,;목욕탕에서 플레이의 폭이 넓어진다
21,대거울,0,;수치플레이가 가능하게 된다
22,목걸이,0,;야외플레이가 가능하게 된다
23,에이프런,0,;새댁플레이가 가능하게 된다
24,전극플러그,0,
25,곤충채집세트,0,;쓸까 모르겠네
26,전기톱,0,;伐採にかかる時間を大幅に短縮する
27,【포박기능】,0,;구속플레이가 가능하게 된다
28,슈터깁스,0,;착용자의 능력을 제한하는 단련 기구　착용감이 나빠 불평
29,조제용품 세트,0,
30,키보드,0
31,피아노,9
32,기타,0
33,트럼펫,0
34,바이올린,0
35,보온전기밥통,0,식사가 식기 어려워진다
36,접는우산,0,
37,낚싯대,0,;낚시가 생긴다

39,믹서,0,섞어

	;40~59번까지는 복수 구입할 수 있는 도구용의 테두리에
40,로션,0,
41,미약,0,
42,이뇨제,0,
43,비디오테잎,0,;비디오카메라의 사용에 필요. 일회용
44,카메라필름,0,;사진 촬영으로 사용. 일회용
45,콘돔,0,;고정적의 피임 도구,피임에는 충분하지만,일회용
46,저온 초,0,;초플레이에 필요. 맨살을 손상시키지 않는 뛰어나고 것. 다만 비싼 가격에 비해 일회용


;추가아이템 박아놨음. 50까지 사용 가능

47,딜도,0,
48,카메라,0,;사진 찍음
50,팬티,0,;어째서인지 팬티로 아이템 가챠를 돌릴 수 있는 모양이다. ...정부는 무엇을 노리고 있는 거야?








51,탁주,0,;
52,청주,0,;

54,와인,0,;

56,감주,0,;
57,매실주,0,;
58,증류주,0,
59,약주,0,

	;60차례로부터는 능력 획득의 아이템을

61,【조합지식】,8,;플레이어에 TALENT:조합지식이 붙는다
62,【금단의지식】,8,;플레이어에 TALENT:금단의지식이 붙는다
63,【기교UP】,0,;플레이어의 기교를 올린다
64,【기교DOWN】,0,;플레이어의 기교를 내린다
;65,【오명반납】,0,;플레이어의 취득한 나무삼 카드를 1매 줄인다
66,【악취내성UP】,0,;플레이어의 악취내성을 올린다
67,【악취내성DOWN】,0,;플레이어의 악취내성을 내린다
68,【새드끼DOWN】,30,;
69,【마조끼DOWN】,30,;

	;70차례로부터는 체질 변화의 약등을. 가격이 비싼 외,스트레스치도 증가하기 위해(때문에) 기본적으로 리스크가 높다
;70,건강하게 되는 약,0,;체력을 회복한다
;71,약의재료(쌍),0,;양성으로 한다
;72,약의재료(소),0,;후타나리을 소거한다
;73,푸른 캔디,0,;몸이 성장하는 캔디. 모유체질이 된다
;74,붉은캔디,0,;몸이 젊어지는 캔디. 처녀막이 재생한다
;75,풍유제,0,,;가슴의 크기를 1 단계 올린다. 폭유사용 불가
;76,축흉제,0,,;가슴의 크기를 1 단계 내린다. 절벽 사용 불가
77,갈색의캔디,0,;짐승의 특성을 얻는 캔디. 동물귀가 난다
78,물색의캔디,0,;짐승의 특성을 잃는 캔디. 동물귀가 사라진다

81,싸구려식재,0,;옛 잡곡。임시변통의 식재료
82,상급식재,0,;옛 묵은쌀。평균적인 식재료. 이름은 상급이지만.
83,고급식재,0,;옛 백미。값도 비싸지만 효과도 높다.
84,감미재,0,;디저트용 식재료


	;90차례 이후는 무엇인가 특수한 아이템의 테두리에
;90,기억소거약,0,;처녀,후타나리,모유체질,경험,감각의 변화를 남긴 상태로,나머지의 파라미터를 모두 초기화
;91,배란유발제,0,;감히 잉태경우에 사용한다.

94,크리스마스선물,0,;네? 중지가 아닌거야?
95,과자상자,0,;사죄에는 이것

99,약혼반지,0

101,전술지도서,0
102,조리지도서,0
103,사전,0
104,단편소설,0
105,연주지도서,0
106,그림연극,0
107,생선도감,0,
108,채집가이드,0,
109,약학교본,0,
110,나무꾼의마음가짐,0,

120,블랙썬더,0, ;확실하게 의리다!
121,초콜릿,0,;보통
122,고급초콜릿,0,;그 나름대로 값의 칠 것 같은 초콜릿
123,진심초콜릿,0,;애정 충분히
124,WD초콜릿,0
125,WD푸딩,0
126,수제초코쿠키,0
127,수제푸딩,0
128,데코레이션케이크,0
129,로터초코,0

;130,토부「개운대문」,0,;럭키 색골이 일어난다

132,덫사냥용품【소형】,0,;덫 사냥을 할 수 있다。초보자용의 염가품
133,덫사냥용품【중형】,0,;덫 사냥을 할 수 있다。초보자부터 베테랑까지、폭넓게 사용하실 수 있습니다
134,덫사냥용품【대형】,0,;덫 사냥을 할 수 있다。튼튼함이 장점。오래 사용하실 수 있습니다

140,망가진우산,0
141,마음에드는아이템,0,;선물보관용


;150~는 원예 관련
150,원예용품일식,0,
151,양배추의모종,0,
152,딸기의모종,0,
153,순무의모종,0,

161,오이의모종,0,
162,토마토의모종,0,
163,양파의모종,0,
164,수박의모종,0,

171,가지의모종,0,
172,고구마의모종,0,
173,호박의모종,0,

181,배추의모종,0,
182,당근의모종,0,
183,파의모종,0,

190,로터의모종,0
191,거름,0,

212,떡잎으로싼떡,0,
213,아이스크림,0,
214,숙제,0,
215,홍차,0,
216,엿,0,

250,춘약,0,
251,스포츠드링크,0
252,수면제,0
253,설탕,0

351,양배추,0,
352,딸기,0,
353,순무,0,

361,오이,0,
362,토마토,0,
363,양파,0,
364,수박,0,
365,사과,0,
366,오렌지,0,


371,가지,0,
372,고구마,0,
373,호박,0,

381,배추,0,
382,당근,0,
383,파,0,

404,스위티숙면배개,0, ;悪夢除けの安眠枕 バクのイラストが入っておりどことなくファンシー

;408부터는 마노사바 전용 아이템 등

408,나이프,0,
;409,작은열쇠,0,
410,영화필름,0,
;411,징벌방열쇠,0,
412,나노카의총,0, ; 마법 총이라 총알이 따로 필요 없음. 매일 하나씩 장전됨. 굳이 쓴다면 5.56mm 주자.
413,5.56mm탄환,0, ; 나노카 총용 탄환
414,권총,0,
415,.45ACP탄환,0, ; 권총 용 탄환
416,엽총,0,
417,12게이지,0, ; 엽총 용 탄환
418,양초,0,
419,고쿠쵸의동상,0,
420,망치,0,
421,전기의자,0,
422,트레데킴,0,
423,얼음,0,
424,자료,0,
425,의례검,0,
426,액체질소,0,
427,도끼,0,
428,반짓고리,0,
429,만년필,0,
430,종이,0,
431,금속파편,0,
432,붓,0,
433,드레스,0,
434,왕관,0,
435,접사다리,0,
436,수제인형,0,
437,부지깽이,0,
438,석궁,0,
439,석궁용화살,0,
440,스프레이캔,0,
441,리본,0,
442,빗자루,0,
443,스케치북,0,
444,스마트폰,0,
445,자물쇠,0,





;499까지는 캐릭터 전용

;500(은)는 회복 아이템 등
500,녹즙,0,
501,영양드링크,0,
502,정력제,0,
503,불끈불끈Z,0

505,반짝반짝Ｘ,0,
506,정력제『천원凸파』,0,
507,포션,0,
508,매직포션,0,
509,잠깨기포션,0,
510,우콘드링크,0
511,엘릭서,0,
512,선단,0,
;513,하룻밤의쿠시나다,20,
514,선향옥토,0,
515,국사무쌍약,0,
516,가싱가든,0,
517,포이즌바디,0,
518,영양강화제,0,

520,붕대,10
521,역서,10,

530,미라다의돌,980000
531,리버스페더,50000,

550,야트메꼬치,900000 


;(酒造パッチ)アイテム追加
560,고구마소주,0,
561,벌꿀주,0,
562,과일와인,0,
563,프랑부아즈,0,
564,화이트럼,0,
565,골드럼,0,
566,다크럼,0,
567,주정강화와인,0,
568,귀부와인,0,
569,숙성와인,0,
570,빈티지와인,0,
571,브랜디VS,0,
572,브랜디VSOP,0,
573,브랜디XO,0,


;600(은)는 소재
600,보통버섯,100,
601,독버섯,100,
602,끈적끈적버섯,100,
603,동충하초,500,
604,위험한버섯,3000,
605,마법의버섯,3000,
606,용의손톱,5000,
607,약초,100,
608,상약초,300,
609,얼음의비늘,10000,
610,목재,50,

611,산나물,10,
612,독초,200,
613,특약초,2000,
614,피안화,1000,
615,눈의영초,7000,

616,참마,100,
617,우콘,500,
618,고려인삼,1000,
619,쓴뿌리,3000,
620,만드라고라,6000,

621,하얀수지,100,
622,노란수지,2000,
623,향기로운수지,4000,
624,악화의유액,6000,
625,용혈,10000,

626,나무딸기,50,
627,벌꿀,100,
628,으름덩굴,500,
629,죽순,800,
630,선도,12000,

631,뼛조각,100,
632,석고,500,
633,활석,1000,
634,용골,3000,
635,진사,5000,

636,변,10,
637,탕화,500,
638,방황하는영혼,3000,
639,다크매터,10000,
640,봉황의꼬리,12000,

641,두꺼비기름,1000,
642,어박,150,
643,용연향,15000,
644,통나무,5000,
645,청죽,1000,

646,향목,15000,
647,용주,15000,
648,육골분,500,

649,염료용꽃,4000,







;(酒造パッチ)アイテム追加
660,모로미(고구마),100,
661,숙성전프랑부아즈,1000,
662,발효된설탕즙,100,
663,숙성전럼,1000,
664,숙성전브랜디,1000,
665,머루,50,
666,곰팡이핀포도,10,
667,초목회,10,
668,포머스,10,
669,휴대용타코,6000,



;700는 고기
701,구리꿩,0,;비매품
702,짐승고기,0,
703,새고기,0,
704,대형짐승고기,0,
705,정체불명고기,0,;비매품
706,개구리,0
707,물고기,0,;			시드가 죽는다
708,맛있는물고기,0,;	시드를 생존시킨다
709,벌레,0,
710,희귀한벌레,0,

800,메이드옷
801,간호사 옷
802,산타옷




;910~911 KR판 고유기능
910,청소기
911,간편 요리 도구

;10 이하 KR판 고유기능
1000,【문따기기능】,0,;열쇠가 걸린 문을 열 수 있게된다. ;KR판 고유기능 또는 구잔재
